os_postcode,uprn,pao,street,town,postcode,lr_ccod_address,uprn2,os_lpi_address,os_pao
SE22 8AD,200003755192,WALCOT HOUSE EAST DULWICH ESTATE,ALBRIGHTON ROAD,,,"Dog Kennel Hill Housing Estate, London",200003755192,"WALCOT HOUSE EAST DULWICH ESTATE, ALBRIGHTON ROAD, LONDON, SE22 8AD",WALCOT HOUSE EAST DULWICH ESTATE ALBRIGHTON ROAD
SE22 8AW,200003755191,TIDWORTH HOUSE EAST DULWICH ESTATE,ALBRIGHTON ROAD,,,"Dog Kennel Hill Housing Estate, London",200003755191,"TIDWORTH HOUSE EAST DULWICH ESTATE, ALBRIGHTON ROAD, LONDON, SE22 8AW",TIDWORTH HOUSE EAST DULWICH ESTATE ALBRIGHTON ROAD
SE22 8AP,200003755190,RISEHOLME HOUSE EAST DULWICH ESTATE,ALBRIGHTON ROAD,,,"Dog Kennel Hill Housing Estate, London",200003755190,"RISEHOLME HOUSE EAST DULWICH ESTATE, ALBRIGHTON ROAD, LONDON, SE22 8AP",RISEHOLME HOUSE EAST DULWICH ESTATE ALBRIGHTON ROAD
SE16 2DP,200003755187,MAYDEW HOUSE ABBEYFIELD ESTATE,ABBEYFIELD ROAD,,,"Land lying at Aspinden Road, London",200003755187,"MAYDEW HOUSE ABBEYFIELD ESTATE, ABBEYFIELD ROAD, LONDON, SE16 2DP",MAYDEW HOUSE ABBEYFIELD ESTATE ABBEYFIELD ROAD
SE1 3DJ,200003755185,TOMSON HOUSE ST SAVIOURS ESTATE,ABBEY STREET,,,"part of the St Saviours Estate, Abbey Street, London",200003755185,"TOMSON HOUSE ST SAVIOURS ESTATE, ABBEY STREET, LONDON, SE1 3DJ",TOMSON HOUSE ST SAVIOURS ESTATE ABBEY STREET
SE1 3PE,200003755184,THETFORD HOUSE ST SAVIOURS ESTATE,ABBEY STREET,,,"part of the St Saviours Estate, Abbey Street, London",200003755184,"THETFORD HOUSE ST SAVIOURS ESTATE, ABBEY STREET, LONDON, SE1 3PE",THETFORD HOUSE ST SAVIOURS ESTATE ABBEY STREET
SE1 3ED,200003755183,ST OWEN HOUSE ST SAVIOURS ESTATE,ABBEY STREET,,,St Saviour's Estate,200003755183,"ST OWEN HOUSE ST SAVIOURS ESTATE, ABBEY STREET, LONDON, SE1 3ED",ST OWEN HOUSE ST SAVIOURS ESTATE ABBEY STREET
SE1 3NT,200003755182,RUFUS HOUSE ST SAVIOURS ESTATE,ABBEY STREET,,,"land and buildings lying to the west of Stanworth Street, London",200003755182,"RUFUS HOUSE ST SAVIOURS ESTATE, ABBEY STREET, LONDON, SE1 3NT",RUFUS HOUSE ST SAVIOURS ESTATE ABBEY STREET
SE1 3NU,200003755181,PRESTON HOUSE ST SAVIOURS ESTATE,ABBEY STREET,,,"land and buildings lying to the west of Stanworth Street, London",200003755181,"PRESTON HOUSE ST SAVIOURS ESTATE, ABBEY STREET, LONDON, SE1 3NU",PRESTON HOUSE ST SAVIOURS ESTATE ABBEY STREET
SE1 3EF,200003755179,BRETON HOUSE ST SAVIOURS ESTATE,ABBEY STREET,,,St Saviour's Estate,200003755179,"BRETON HOUSE ST SAVIOURS ESTATE, ABBEY STREET, LONDON, SE1 3EF",BRETON HOUSE ST SAVIOURS ESTATE ABBEY STREET
SE1 3DL,200003755177,ATTILBURGH HOUSE ST SAVIOURS ESTATE,ABBEY STREET,,,"part of the St Saviours Estate, Abbey Street, London",200003755177,"ATTILBURGH HOUSE ST SAVIOURS ESTATE, ABBEY STREET, LONDON, SE1 3DL",ATTILBURGH HOUSE ST SAVIOURS ESTATE ABBEY STREET
SE1 3LP,200003501172,4,ARCHIE STREET,,,"1 to 5 Archie Street, London (SE1 3JT) and 165 Tower Bridge Road, London (SE1 3LW)",200003501172,"4 ARCHIE STREET, LONDON, SE1 3LP",4 ARCHIE STREET
SE1 3LP,200003501171,2,ARCHIE STREET,,,"1 to 5 Archie Street, London (SE1 3JT) and 165 Tower Bridge Road, London (SE1 3LW)",200003501171,"2 ARCHIE STREET, LONDON, SE1 3LP",2 ARCHIE STREET
SE16 7WE,200003501168,CABOT COURT,WORGAN STREET,,,"land at Worgan Street, Redriff Road",200003501168,"CABOT COURT, WORGAN STREET, LONDON, SE16 7WE",CABOT COURT WORGAN STREET
SE16 6YQ,200003501161,"CYPRESS HOUSE, 5",WOODLAND CRESCENT,,,land at Surrey Quays,200003501161,"CYPRESS HOUSE, 5 WOODLAND CRESCENT, LONDON, SE16 6YQ",CYPRESS HOUSE 5 WOODLAND CRESCENT
SE16 6YG,200003501160,"SPRUCE HOUSE, 4",WOODLAND CRESCENT,,,land at Surrey Quays,200003501160,"SPRUCE HOUSE, 4 WOODLAND CRESCENT, LONDON, SE16 6YG",SPRUCE HOUSE 4 WOODLAND CRESCENT
SE16 6YL,200003501157,"CEDAR HOUSE, 1",WOODLAND CRESCENT,,,land at Surrey Quays,200003501157,"CEDAR HOUSE, 1 WOODLAND CRESCENT, LONDON, SE16 6YL",CEDAR HOUSE 1 WOODLAND CRESCENT
SE16 7PQ,200003501132,TAVISTOCK TOWER,RUSSELL PLACE,,,,200003501132,"TAVISTOCK TOWER, RUSSELL PLACE, LONDON, SE16 7PQ",TAVISTOCK TOWER RUSSELL PLACE
SE17 2JF,200003501131,SOANE HOUSE INVILLE ESTATE,ROLAND WAY,,,"1 to 35 Soane House, Roland Way, London (SE17 2JF), 1 to 43 Missenden, Roland Way, London (SE17 2HS) and Michael Faraday Primary School, Portland Street, London (SE17 2HR)",200003501131,"SOANE HOUSE INVILLE ESTATE, ROLAND WAY, LONDON, SE17 2JF",SOANE HOUSE INVILLE ESTATE ROLAND WAY
SE14 5BY,200003501121,JUNIPER HOUSE,POMEROY STREET,,,"Juniper House, Pomeroy Street, London (SE14 5BY)",200003501121,"JUNIPER HOUSE, POMEROY STREET, LONDON, SE14 5BY",JUNIPER HOUSE POMEROY STREET
SE1 9DR,200003501119,20,NEW GLOBE WALK,,,"18 and 20 New Globe Walk, (SE1 9DR)",200003501119,"20 NEW GLOBE WALK, LONDON, SE1 9DR",20 NEW GLOBE WALK
SE1 9DS,200003501118,"BENBOW HOUSE, 24",NEW GLOBE WALK,,,"Benbow House, 24 New Globe Walk, London (SE1 9DS)",200003501118,"BENBOW HOUSE, 24 NEW GLOBE WALK, LONDON, SE1 9DS",BENBOW HOUSE 24 NEW GLOBE WALK
SE1 3TJ,200003501113,3,MARKET YARD MEWS,,,"3 Market Yard Mews, and parking spaces",200003501113,"3 MARKET YARD MEWS, LONDON, SE1 3TJ",3 MARKET YARD MEWS
SE1 2QG,200003501080,COTTONS CENTRE,HAYS LANE,,,"1 London Bridge, 29 to 67 (Odd) Tooley Street, Cottons Wharf, Hay's Wharf and land and buildings on the North East side of Tooley Street",200003501080,"COTTONS CENTRE, HAYS LANE, LONDON, SE1 2QG",COTTONS CENTRE HAYS LANE
SE5 7QE,200003501072,ST GILES TOWER,GABLES CLOSE,,,"land and buildings on the west side of Havil Street, Camberwell",200003501072,"ST GILES TOWER, GABLES CLOSE, LONDON, SE5 7QE",ST GILES TOWER GABLES CLOSE
SE1 1QE,200003501056,LEFROY HOUSE,COLLINSON STREET,,,"1-20 Lefroy House, Collinson Street, London (SE1 1QE)",200003501056,"LEFROY HOUSE, COLLINSON STREET, LONDON, SE1 1QE",LEFROY HOUSE COLLINSON STREET
SE16 6PJ,200003501049,FAIRWAY COURT,CHRISTOPHER CLOSE,,,land and buildings on the north west side of Needleman Street,200003501049,"FAIRWAY COURT, CHRISTOPHER CLOSE, LONDON, SE16 6PJ",FAIRWAY COURT CHRISTOPHER CLOSE
SE16 6YJ,200003501162,"POPLAR HOUSE, 11",WOODLAND CRESCENT,,,land at Surrey Quays,200003501162,,
SE16 6PN,200003501048,CAREER COURT,CHRISTOPHER CLOSE,,,land and buildings on the north west side of Needleman Street,200003501048,"CAREER COURT, CHRISTOPHER CLOSE, LONDON, SE16 6PN",CAREER COURT CHRISTOPHER CLOSE
SE1 2PJ,200003501042,"FENNEL APARTMENTS, 3",CAYENNE COURT,,,"Cayenne Court, Lafone Street, London",200003501042,"FENNEL APARTMENTS, 3 CAYENNE COURT, LONDON, SE1 2PJ",FENNEL APARTMENTS 3 CAYENNE COURT
SE1 2PP,200003501041,"CARAWAY APARTMENTS, 2",CAYENNE COURT,,,"Cayenne Court, Lafone Street, London",200003501041,"CARAWAY APARTMENTS, 2 CAYENNE COURT, LONDON, SE1 2PP",CARAWAY APARTMENTS 2 CAYENNE COURT
SE1 2PA,200003501040,"GINGER APARTMENTS, 1",CAYENNE COURT,,,"Cayenne Court, Lafone Street, London",200003501040,"GINGER APARTMENTS, 1 CAYENNE COURT, LONDON, SE1 2PA",GINGER APARTMENTS 1 CAYENNE COURT
SE22 8EJ,200003501036,HAMBLEDON COURT,BURROW ROAD,,,"Hambledon Court, St Francis Road, London (SE22 8DE)",200003501036,"HAMBLEDON COURT, BURROW ROAD, LONDON, SE22 8EJ",HAMBLEDON COURT BURROW ROAD
SE1 2LF,200003501034,"KNOT HOUSE, 3",BREWERY SQUARE,,,"Land and buildings on the south east side of Horselydown Lane, London",200003501034,"KNOT HOUSE, 3 BREWERY SQUARE, LONDON, SE1 2LF",KNOT HOUSE 3 BREWERY SQUARE
SE16 5RQ,200003501020,WOOLCOMBES COURT,PRINCES RIVERSIDE ROAD,,,"Bellamy's Wharf, London (SE16 5RF)",200003501020,"WOOLCOMBES COURT, PRINCES RIVERSIDE ROAD, LONDON, SE16 5RQ",WOOLCOMBES COURT PRINCES RIVERSIDE ROAD
SE16 5RH,200003501018,TUDOR COURT,PRINCES RIVERSIDE ROAD,,,"Bellamy's Wharf, London (SE16 5RF)",200003501018,"TUDOR COURT, PRINCES RIVERSIDE ROAD, LONDON, SE16 5RH",TUDOR COURT PRINCES RIVERSIDE ROAD
SE16 5RG,200003501017,QUAYSIDE COURT,ABBOTSHADE ROAD,,,"Bellamy's Wharf, London (SE16 5RF)",200003501017,"QUAYSIDE COURT, ABBOTSHADE ROAD, LONDON, SE16 5RG",QUAYSIDE COURT ABBOTSHADE ROAD
SE16 5RF,200003501016,BELLAMYS COURT,ABBOTSHADE ROAD,,,"Bellamy's Wharf, London (SE16 5RF)",200003501016,"BELLAMYS COURT, ABBOTSHADE ROAD, LONDON, SE16 5RF",BELLAMYS COURT ABBOTSHADE ROAD
SE15 2NZ,200003500965,"ASSEMBLY APARTMENTS, 24",YORK GROVE,,,"Assembly Apartments, 24 York Grove, London (SE15 2NZ)",200003500965,"ASSEMBLY APARTMENTS, 24 YORK GROVE, LONDON, SE15 2NZ",ASSEMBLY APARTMENTS 24 YORK GROVE
SE15 5EH,200003500957,WITCOMBE POINT,YARNFIELD SQUARE,,,"1 to 7 Portbury Close, 1 to 30 Winford Court and 1 to 46 Yarnfield Square, Clayton Road, 1 to 28 Carnicot House and 1 to 40 Martock Court, Consort Road 1 to 39 Lambrook House, 1 to 76 Witcombe Point and The Red Cow Public House, Peckham High Street and 4 to 64 (even) Consort Road, London",200003500957,"WITCOMBE POINT, YARNFIELD SQUARE, LONDON, SE15 5EH",WITCOMBE POINT YARNFIELD SQUARE
SE5 0UH,200003500947,LIVINGSTONE HOUSE COMBER ESTATE,WYNDHAM ROAD,,,"Land on the South side of Sultan Street, London",200003500947,"LIVINGSTONE HOUSE COMBER ESTATE, WYNDHAM ROAD, LONDON, SE5 0UH",LIVINGSTONE HOUSE COMBER ESTATE WYNDHAM ROAD
SE5 0LP,200003500945,KEVAN HOUSE COMBER ESTATE,WYNDHAM ROAD,,,"Kevan House and Moules Court, Wyndham Road, Laird House and Grainger Court, Redcar Street and Moffat House, Laing House, Cameron House and Grenfell House, Comber Grove, London",200003500945,"KEVAN HOUSE COMBER ESTATE, WYNDHAM ROAD, LONDON, SE5 0LP",KEVAN HOUSE COMBER ESTATE WYNDHAM ROAD
SE5 0UF,200003500942,CONISTON HOUSE WYNDHAM ESTATE,WYNDHAM ROAD,,,"Land on the South side of Sultan Street, London",200003500942,"CONISTON HOUSE WYNDHAM ESTATE, WYNDHAM ROAD, LONDON, SE5 0UF",CONISTON HOUSE WYNDHAM ESTATE WYNDHAM ROAD
SE5 0XX,200003500941,CARLYLE HOUSE WYNDHAM ESTATE,BETHWIN ROAD,,,Land and buildings on the south side of Bethwin Road,200003500941,"CARLYLE HOUSE WYNDHAM ESTATE, BETHWIN ROAD, LONDON, SE5 0XX",CARLYLE HOUSE WYNDHAM ESTATE BETHWIN ROAD
SE5 0XZ,200003500940,BURGESS HOUSE WYNDHAM ESTATE,BETHWIN ROAD,,,Land and buildings on the south side of Bethwin Road,200003500940,"BURGESS HOUSE WYNDHAM ESTATE, BETHWIN ROAD, LONDON, SE5 0XZ",BURGESS HOUSE WYNDHAM ESTATE BETHWIN ROAD
SE19 1PH,200003500906,GOULD COURT,WOODLAND ROAD,,,"Land At, Woodland Road, London",200003500906,"GOULD COURT, WOODLAND ROAD, LONDON, SE19 1PH",GOULD COURT WOODLAND ROAD
SE1 2BW,200003500898,TAPLEY HOUSE DICKENS ESTATE,WOLSELEY STREET,,,"58, 59, 60, 61 and 62 Parkers Row, Tapley House, Copperfield House and Dombey House, Wolseley Street and Nickleby House, George Row, London",200003500898,"TAPLEY HOUSE DICKENS ESTATE, WOLSELEY STREET, LONDON, SE1 2BW",TAPLEY HOUSE DICKENS ESTATE WOLSELEY STREET
SE1 2BJ,200003500897,PETER BUTLER HOUSE,WOLSELEY STREET,,,"Wolseley Buildings, Jacob Street, London",200003500897,"PETER BUTLER HOUSE, WOLSELEY STREET, LONDON, SE1 2BJ",PETER BUTLER HOUSE WOLSELEY STREET
SE1 2BL,200003500896,DOMBEY HOUSE DICKENS ESTATE,WOLSELEY STREET,,,"58, 59, 60, 61 and 62 Parkers Row, Tapley House, Copperfield House and Dombey House, Wolseley Street and Nickleby House, George Row, London",200003500896,"DOMBEY HOUSE DICKENS ESTATE, WOLSELEY STREET, LONDON, SE1 2BL",DOMBEY HOUSE DICKENS ESTATE WOLSELEY STREET
SE1 2BN,200003500895,COPPERFIELD HOUSE DICKENS ESTATE,WOLSELEY STREET,,,"58, 59, 60, 61 and 62 Parkers Row, Tapley House, Copperfield House and Dombey House, Wolseley Street and Nickleby House, George Row, London",200003500895,"COPPERFIELD HOUSE DICKENS ESTATE, WOLSELEY STREET, LONDON, SE1 2BN",COPPERFIELD HOUSE DICKENS ESTATE WOLSELEY STREET
SE1 3RL,200003500851,SIMLA HOUSE KIPLING ESTATE,WESTON STREET,,,"Land on the south side of Guy Street, London",200003500851,"SIMLA HOUSE KIPLING ESTATE, WESTON STREET, LONDON, SE1 3RL",SIMLA HOUSE KIPLING ESTATE WESTON STREET
SE1 4DU,200003500850,SEAL HOUSE,WESTON STREET,,,"152 to 162 (even numbers) and Dunkirk House, Long Lane, Crayford House and parts of Aylesford House, Otford House, Staple Street, Kemsing House, Eastwell House, Lenham House, Seal House and part of Chartham House, Weston Street and part of the site of Pardoner Street, London",200003500850,"SEAL HOUSE, WESTON STREET, LONDON, SE1 4DU",SEAL HOUSE WESTON STREET
SE1 4DH,200003500846,EASTWELL HOUSE,WESTON STREET,,,"152 to 162 (even numbers) and Dunkirk House, Long Lane, Crayford House and parts of Aylesford House, Otford House, Staple Street, Kemsing House, Eastwell House, Lenham House, Seal House and part of Chartham House, Weston Street and part of the site of Pardoner Street, London",200003500846,"EASTWELL HOUSE, WESTON STREET, LONDON, SE1 4DH",EASTWELL HOUSE WESTON STREET
SE1 4DX,200003500845,CHARTHAM HOUSE,WESTON STREET,,,"152 to 162 (even numbers) and Dunkirk House, Long Lane, Crayford House and parts of Aylesford House, Otford House, Staple Street, Kemsing House, Eastwell House, Lenham House, Seal House and part of Chartham House, Weston Street and part of the site of Pardoner Street, London",200003500845,"CHARTHAM HOUSE, WESTON STREET, LONDON, SE1 4DX",CHARTHAM HOUSE WESTON STREET
SE1 7XP,200003500838,7,WESTMINSTER BRIDGE ROAD,,,"6 Lambeth Road, London (SE1 6HU)",200003500838,"7 WESTMINSTER BRIDGE ROAD, LONDON, SE1 7XP",7 WESTMINSTER BRIDGE ROAD
SE1 7HY,200003500835,CATHEDRAL HOUSE,WESTMINSTER BRIDGE ROAD,,,"St. Georges Cathedral, Westminster Bridge Road, London (SE1 7HY)",200003500835,"CATHEDRAL HOUSE, WESTMINSTER BRIDGE ROAD, LONDON, SE1 7HY",CATHEDRAL HOUSE WESTMINSTER BRIDGE ROAD
SE15 5UD,200003500828,EDWIN HOUSE,WENTWORTH CRESCENT,,,"land at Leontine Close, London",200003500828,"EDWIN HOUSE, WENTWORTH CRESCENT, LONDON, SE15 5UD",EDWIN HOUSE WENTWORTH CRESCENT
SE1 0RH,200003500820,TADWORTH HOUSE LANCASTER ESTATE,WEBBER STREET,,,"land on the southern side of Friar Street and on the north eastern side of Friars Place, London",200003500820,"TADWORTH HOUSE LANCASTER ESTATE, WEBBER STREET, LONDON, SE1 0RH",TADWORTH HOUSE LANCASTER ESTATE WEBBER STREET
SE1 0RJ,200003500817,BROOKWOOD HOUSE LANCASTER ESTATE,WEBBER STREET,,,"Land and buildings at Boyfield Street, Lancaster Street, Davidge Street and Milcote Street and land and buildings on the south side of Webber Street, London",200003500817,"BROOKWOOD HOUSE LANCASTER ESTATE, WEBBER STREET, LONDON, SE1 0RJ",BROOKWOOD HOUSE LANCASTER ESTATE WEBBER STREET
SE1 8QX,200003500816,OVERY HOUSE WEBBER ROW ESTATE,WEBBER ROW,,,"59A, 92, and 96 Webber Street, 33 to 38 Rushworth Street, Mawdley House, Dauney House, Algar House, Delarch House, Overy House, and The Teacher Training Centre, Webber Row, and Land and Buildings on the South side of Pocock Street",200003500816,"OVERY HOUSE WEBBER ROW ESTATE, WEBBER ROW, LONDON, SE1 8QX",OVERY HOUSE WEBBER ROW ESTATE WEBBER ROW
SE1 8XH,200003500815,MAWDLEY HOUSE WEBBER ROW ESTATE,WEBBER ROW,,,"59A, 92, and 96 Webber Street, 33 to 38 Rushworth Street, Mawdley House, Dauney House, Algar House, Delarch House, Overy House, and The Teacher Training Centre, Webber Row, and Land and Buildings on the South side of Pocock Street",200003500815,"MAWDLEY HOUSE WEBBER ROW ESTATE, WEBBER ROW, LONDON, SE1 8XH",MAWDLEY HOUSE WEBBER ROW ESTATE WEBBER ROW
SE1 8QU,200003500814,DELARCH HOUSE WEBBER ROW ESTATE,WEBBER ROW,,,"59A, 92, and 96 Webber Street, 33 to 38 Rushworth Street, Mawdley House, Dauney House, Algar House, Delarch House, Overy House, and The Teacher Training Centre, Webber Row, and Land and Buildings on the South side of Pocock Street",200003500814,"DELARCH HOUSE WEBBER ROW ESTATE, WEBBER ROW, LONDON, SE1 8QU",DELARCH HOUSE WEBBER ROW ESTATE WEBBER ROW
SE1 8QS,200003500812,DAUNCY HOUSE WEBBER ROW ESTATE,WEBBER ROW,,,"59A, 92, and 96 Webber Street, 33 to 38 Rushworth Street, Mawdley House, Dauney House, Algar House, Delarch House, Overy House, and The Teacher Training Centre, Webber Row, and Land and Buildings on the South side of Pocock Street",200003500812,"DAUNCY HOUSE WEBBER ROW ESTATE, WEBBER ROW, LONDON, SE1 8QS",DAUNCY HOUSE WEBBER ROW ESTATE WEBBER ROW
SE1 8QT,200003500810,ALGAR HOUSE WEBBER ROW ESTATE,WEBBER ROW,,,"59A, 92, and 96 Webber Street, 33 to 38 Rushworth Street, Mawdley House, Dauney House, Algar House, Delarch House, Overy House, and The Teacher Training Centre, Webber Row, and Land and Buildings on the South side of Pocock Street",200003500810,"ALGAR HOUSE WEBBER ROW ESTATE, WEBBER ROW, LONDON, SE1 8QT",ALGAR HOUSE WEBBER ROW ESTATE WEBBER ROW
SE1 8RP,200003500808,264,WATERLOO ROAD,,,"262-264 Waterloo Road, London",200003500808,"264 WATERLOO ROAD, LONDON, SE1 8RP",264 WATERLOO ROAD
SE1 8RH,200003500806,260,WATERLOO ROAD,,,"246-254 (even), Waterloo Road, London",200003500806,"260 WATERLOO ROAD, LONDON, SE1 8RH",260 WATERLOO ROAD
SE1 9PB,200003500710,RIVER COURT,UPPER GROUND,,,"land on the north side of Upper Ground, London",200003500710,"RIVER COURT, UPPER GROUND, LONDON, SE1 9PB",RIVER COURT UPPER GROUND
SE1 9LP,200003500709,"RENNIE COURT, 11",UPPER GROUND,,,,200003500709,"RENNIE COURT, 11 UPPER GROUND, LONDON, SE1 9LP",RENNIE COURT 11 UPPER GROUND
SE1 0FA,200003500686,"CIBA APARTMENTS, 101",UNION STREET,,,"land at 101 Union Street, (SE1 0LA)",200003500686,"CIBA APARTMENTS, 101 UNION STREET, LONDON, SE1 0FA",CIBA APARTMENTS 101 UNION STREET
,200003500666,BLOCK B,UNION STREET,,,"168-180 (even numbers) Union Street, London (SE1 0LH)",200003500666,,
SE19 1LW,200003500623,DRAKE COURT,TYLNEY AVENUE,,,"Lymer Avenue Estate, Lymer Avenue, London",200003500623,"DRAKE COURT, TYLNEY AVENUE, LONDON, SE19 1LW",DRAKE COURT TYLNEY AVENUE
SE1 2UP,200003500557,226,TOWER BRIDGE ROAD,,,,200003500557,"226 TOWER BRIDGE ROAD, LONDON, SE1 2UP",226 TOWER BRIDGE ROAD
SE1 2TU,200003500544,122,TOOLEY STREET,,,,200003500544,"122 TOOLEY STREET, LONDON, SE1 2TU",122 TOOLEY STREET
SE1 2HD,200003500538,HAYS GALLERIA,TOOLEY STREET,,,"1 London Bridge, 29 to 67 (Odd) Tooley Street, Cottons Wharf, Hay's Wharf and land and buildings on the North East side of Tooley Street",200003500538,"HAYS GALLERIA, TOOLEY STREET, LONDON, SE1 2HD",HAYS GALLERIA TOOLEY STREET
SE1 2NS,200003500537,"HARTLAND HOUSE, 198",TOOLEY STREET,,,"1-5 Hartland House, Tooley Street, London (SE1 2NS).",200003500537,"HARTLAND HOUSE, 198 TOOLEY STREET, LONDON, SE1 2NS",HARTLAND HOUSE 198 TOOLEY STREET
SE1 2UD,200003500535,DEVON MANSIONS,TOOLEY STREET,,,"43 to 108 Devon Mansions, Tooley Street, London",200003500535,"DEVON MANSIONS, TOOLEY STREET, LONDON, SE1 2UD",DEVON MANSIONS TOOLEY STREET
SE1 2AT,200003500534,"ASTON WEBB HOUSE, 115",TOOLEY STREET,,,"Aston Webb Building, 115-121 Tooley Street, (SE1 2HZ)",200003500534,"ASTON WEBB HOUSE, 115 TOOLEY STREET, LONDON, SE1 2AT",ASTON WEBB HOUSE 115 TOOLEY STREET
SE17 2UD,200003500530,WENDOVER,THURLOW STREET,,,"Land and buildings on the west and east side of Merrow Street, London",200003500530,"WENDOVER, THURLOW STREET, LONDON, SE17 2UD",WENDOVER THURLOW STREET
SE17 2DG,200003500528,TAPLOW,THURLOW STREET,,,"Land and buildings on the west and east side of Merrow Street, London",200003500528,"TAPLOW, THURLOW STREET, LONDON, SE17 2DG",TAPLOW THURLOW STREET
SE16 2NN,200003500498,"FULMAR HOUSE OSPREY ESTATE, 5",TAWNY WAY,,,"Osprey Estate, Lower Road, Rotherhithe",200003500498,"FULMAR HOUSE OSPREY ESTATE, 5 TAWNY WAY, LONDON, SE16 2NN",FULMAR HOUSE OSPREY ESTATE 5 TAWNY WAY
SE16 2NJ,200003500496,"EGRET HOUSE OSPREY ESTATE, 3",TAWNY WAY,,,"Osprey Estate, Lower Road, Rotherhithe",200003500496,"EGRET HOUSE OSPREY ESTATE, 3 TAWNY WAY, LONDON, SE16 2NJ",EGRET HOUSE OSPREY ESTATE 3 TAWNY WAY
SE17 1TU,200003500492,STAUNTON HOUSE ALVEY ESTATE,TATUM STREET,,,"The Alvey Estate, East Street, London",200003500492,"STAUNTON HOUSE ALVEY ESTATE, TATUM STREET, LONDON, SE17 1TU",STAUNTON HOUSE ALVEY ESTATE TATUM STREET
SE1 3DP,200003500485,"FLORIN COURT, 70",TANNER STREET,,,,200003500485,"FLORIN COURT, 70 TANNER STREET, LONDON, SE1 3DP",FLORIN COURT 70 TANNER STREET
SE1 3PL,200003500483,51,TANNER STREET,,,"land lying to the east of Tower Bridge Road, London (SE1 3LY)",200003500483,"51 TANNER STREET, LONDON, SE1 3PL",51 TANNER STREET
SE1 3LD,200003500482,"PARK WEST APARTMENTS, 40",TANNER STREET,,,"36 to 42 (even numbers) Tanner Street, London (SE1 3LF)",200003500482,"PARK WEST APARTMENTS, 40 TANNER STREET, LONDON, SE1 3LD",PARK WEST APARTMENTS 40 TANNER STREET
SE1 1NX,200003500462,ORCHARD LISLE HOUSE,TALBOT YARD,,,"33, 85, 87, 89, 105-109 (odd numbers) 113, 115 Borough High Street, land and buildings in King's Head Yard 49 to 55 (odd numbers) Weston Street 4 to 18 (even numbers) 22 to 26 (even numbers) Thomas Street and land on the south side of St Thomas Street being part of Guy's Hospital",200003500462,"ORCHARD LISLE HOUSE, TALBOT YARD, LONDON, SE1 1NX",ORCHARD LISLE HOUSE TALBOT YARD
SE1 1XT,200003500461,IRIS BROOK HOUSE,TALBOT YARD,,,"33, 85, 87, 89, 105-109 (odd numbers) 113, 115 Borough High Street, land and buildings in King's Head Yard 49 to 55 (odd numbers) Weston Street 4 to 18 (even numbers) 22 to 26 (even numbers) Thomas Street and land on the south side of St Thomas Street being part of Guy's Hospital",200003500461,"IRIS BROOK HOUSE, TALBOT YARD, LONDON, SE1 1XT",IRIS BROOK HOUSE TALBOT YARD
SE1 4UP,200003500459,PILGRIM HOUSE,TABARD STREET,,,"Land at Potier Street, London",200003500459,"PILGRIM HOUSE, TABARD STREET, LONDON, SE1 4UP",PILGRIM HOUSE TABARD STREET
SE1 4YD,200003500458,PALLANT HOUSE,TABARD STREET,,,"Lawson Estate, Great Dover Street, London",200003500458,"PALLANT HOUSE, TABARD STREET, LONDON, SE1 4YD",PALLANT HOUSE TABARD STREET
SE23 3PJ,200003500445,DUNTON COURT,SYDENHAM HILL,,,"1 to 6 Parfew Court, 1 to 42 Bromleigh Court, 1 to 11 Thetford Court, 1 to 57 Attleborough Court and 1 to 20 Dunton Court, Sydenham Hill, London",200003500445,"DUNTON COURT, SYDENHAM HILL, LONDON, SE23 3PJ",DUNTON COURT SYDENHAM HILL
SE23 3PL,200003500442,ATTLEBOROUGH COURT,SYDENHAM HILL,,,"1 to 6 Parfew Court, 1 to 42 Bromleigh Court, 1 to 11 Thetford Court, 1 to 57 Attleborough Court and 1 to 20 Dunton Court, Sydenham Hill, London",200003500442,"ATTLEBOROUGH COURT, SYDENHAM HILL, LONDON, SE23 3PL",ATTLEBOROUGH COURT SYDENHAM HILL
SE16 7TG,200003500439,1,SWEDEN GATE,,,,200003500439,"1 SWEDEN GATE, LONDON, SE16 7TG",1 SWEDEN GATE
SE1 1JE,200003500438,"SKYLARK COURT, 14",SWAN STREET,,,on the north west side of Swan Street and north east side of Avon Place,200003500438,"SKYLARK COURT, 14 SWAN STREET, LONDON, SE1 1JE",SKYLARK COURT 14 SWAN STREET
SE1 1JE,200003500437,"DRAKE COURT, 12",SWAN STREET,,,land on the east side of Borough High Street,200003500437,"DRAKE COURT, 12 SWAN STREET, LONDON, SE1 1JE",DRAKE COURT 12 SWAN STREET
SE1 1BB,200003500436,"BERWICK COURT, 10",SWAN STREET,,,land on the east side of Borough High Street,200003500436,"BERWICK COURT, 10 SWAN STREET, LONDON, SE1 1BB",BERWICK COURT 10 SWAN STREET
SE1 1BA,200003500435,"KINGFISHER COURT, 8",SWAN STREET,,,"239 Borough High Street, London (SE1 1AE)",200003500435,"KINGFISHER COURT, 8 SWAN STREET, LONDON, SE1 1BA",KINGFISHER COURT 8 SWAN STREET
