uprn,organisation,sao,pao,street,town,postcode,postally_addressable,ward,level,classification,property_status,address_status,official,accuracy,x,y,Swk_GIS_buildingID,TOID,Building_footprint_area_m2,LR_title_no,LR_insert_date,LR_update_date,LR_estate_interest_code,LR_estate_interest,LR_class_of_title_code,LR_clase_of_title,LR_registered_status,LR_ccod_address,LR_ccod_proprietor_name_1,LR_ccod_company_registration_no_1,LR_ccod_proprietorship_category_1,LR_ccod_proprietor_1_address_1
200003755261,,,FITZMAURICE HOUSE RENNIE ESTATE,GALLEYWALL ROAD,,,0,South Bermondsey,,Parent Shell Property Shell,APPROVED,APPROVED,0,Visual centre,534941,178574,2465,1000006169683,28.516248,TGL242005,"Oct 12, 2011","Nov 03, 2011",EL,Estate in land,AF,Absolute freehold title,Registered,"1 to 52 Landmann House, 1 to 32 Fitzmaurice House, 1 to 32 Dodd House, 1 to 20 Beamish House, 1 to 32 Barry House, 1 to 33 Donkin House, 1 to 33 Barlow House, and 1 to 52 Trevithick House, Rennie Estate, London",THE MAYOR AND BURGESSES OF THE LONDON BOROUGH OF SOUTHWARK,,Local Authority,"160 Tooley Street, London SE1 2QH"
200003755259,,,DODD HOUSE RENNIE ESTATE,GALLEYWALL ROAD,,,0,South Bermondsey,,Parent Shell Property Shell,APPROVED,APPROVED,0,Visual centre,534978,178570,2528,1000006169234,174.705016,TGL242005,"Oct 12, 2011","Nov 03, 2011",EL,Estate in land,AF,Absolute freehold title,Registered,"1 to 52 Landmann House, 1 to 32 Fitzmaurice House, 1 to 32 Dodd House, 1 to 20 Beamish House, 1 to 32 Barry House, 1 to 33 Donkin House, 1 to 33 Barlow House, and 1 to 52 Trevithick House, Rennie Estate, London",THE MAYOR AND BURGESSES OF THE LONDON BOROUGH OF SOUTHWARK,,Local Authority,"160 Tooley Street, London SE1 2QH"
200003755254,,,ELY HOUSE FRIARY ESTATE,FRIARY ROAD,,,0,Old Kent Road,,Parent Shell Property Shell,APPROVED,APPROVED,0,Visual centre,534440,177502,1906,1000006166162,383.961256,TGL230654,"Dec 21, 2010","Dec 21, 2010",EL,Estate in land,AF,Absolute freehold title,Registered,"the sites of 41 to 57 (odd), Peckham Park Road, 1 to 19 Bridgnorth House, 1 to 75 Cardiff House, 1 to 19 Exeter House, 1 to 45 Grantham House, 1 to 46 Aylesbury House, 1 to 23 Breamore House, 1 to 25 Ely House, 1 to 25 Gisburn House, 1 to 23 Royston House, 1 to 16 Tortington House, 1 to 16 Stanesgate House, 1 to 48 Lewes House, 1-30 Lynn House, 1-38 Reading House, London",THE MAYOR AND BURGESSES OF THE LONDON BOROUGH OF SOUTHWARK,,Local Authority,"160 Tooley Street, London SE1 2QH"
200003755250,,,FAWKHAM HOUSE LONGFIELD ESTATE,FORT ROAD,,,0,South Bermondsey,,Parent Shell Property Shell,APPROVED,APPROVED,0,Visual centre,533821,178710,3018,1000006027134,398.466248,TGL369653,"Aug 23, 2013","Aug 23, 2013",EL,Estate in land,AF,Absolute freehold title,Registered,"The Longfield Estate, London",THE MAYOR AND BURGESSES OF THE LONDON BOROUGH OF SOUTHWARK,,Local Authority,"160 Tooley Street, London SE1 2QH"
200003755249,,,DARTFORD HOUSE LONGFIELD ESTATE,FORT ROAD,,,0,South Bermondsey,,Parent Shell Property Shell,APPROVED,APPROVED,0,Visual centre,533871,178721,2904,1000006027078,14.503744,TGL369653,"Aug 23, 2013","Aug 23, 2013",EL,Estate in land,AF,Absolute freehold title,Registered,"The Longfield Estate, London",THE MAYOR AND BURGESSES OF THE LONDON BOROUGH OF SOUTHWARK,,Local Authority,"160 Tooley Street, London SE1 2QH"
200003755246,,,WALKYNSCROFT BRAYARDS ROAD ESTATE,FIRBANK ROAD,,,0,Nunhead & Queen's Road,,Parent Shell Property Shell,APPROVED,APPROVED,0,Visual centre,534995,176392,169,1000006164005,321.359992,TGL343461,"Mar 10, 2011","Mar 10, 2011",EL,Estate in land,AF,Absolute freehold title,Registered,"Walkynscroft and Ryegates, 113, 117, 119, 123, 127 and 131 (odd) Brayards Road, 59 and 83 Hollydale Road and  5, 11 and 12 Hathorne Close and land lying to the north of Brayards Road, London",THE MAYOR AND BURGESSES OF THE LONDON BOROUGH OF SOUTHWARK,,Local Authority,"160 Tooley Street, London SE1 2QH"
200003755243,,,WITHAM HOUSE CRAWFORD ESTATE,CRAWFORD ROAD,,,0,Camberwell Green,,Parent Shell Property Shell,APPROVED,APPROVED,0,Visual centre,532336,176491,204,1000005879522,561.22124,SGL298041,"Apr 30, 2009","Apr 03, 2017",EL,Estate in land,AF,Absolute freehold title,Registered,"Crawford Housing Estate, London",THE MAYOR AND BURGESSES OF THE LONDON BOROUGH OF SOUTHWARK,,Local Authority,"160 Tooley Street, London SE1 2QH"
200003755242,,,WIDECOMBE HOUSE CRAWFORD ESTATE,CRAWFORD ROAD,,,0,Camberwell Green,,Parent Shell Property Shell,APPROVED,APPROVED,0,Visual centre,532372,176408,205,1000005879523,418.005,SGL298041,"Apr 30, 2009","Apr 03, 2017",EL,Estate in land,AF,Absolute freehold title,Registered,"Crawford Housing Estate, London",THE MAYOR AND BURGESSES OF THE LONDON BOROUGH OF SOUTHWARK,,Local Authority,"160 Tooley Street, London SE1 2QH"
200003755240,,,KESWICK HOUSE CRAWFORD ESTATE,CRAWFORD ROAD,,,0,Camberwell Green,,Parent Shell Property Shell,APPROVED,APPROVED,0,Visual centre,532294,176508,185,1000005877678,435.277488,SGL298041,"Apr 30, 2009","Apr 03, 2017",EL,Estate in land,AF,Absolute freehold title,Registered,"Crawford Housing Estate, London",THE MAYOR AND BURGESSES OF THE LONDON BOROUGH OF SOUTHWARK,,Local Authority,"160 Tooley Street, London SE1 2QH"
200003755238,,,PURDON HOUSE OLIVER GOLDSMITH ESTATE,CLAYTON ROAD,,,0,Rye Lane,,Parent Shell Property Shell,APPROVED,APPROVED,0,Visual centre,534375,176709,172,1000006162941,407.90496,SGL214776,"Jan 21, 2013","Jan 21, 2013",EL,Estate in land,AF,Absolute freehold title,Registered,"Flamborough House and Purdon House, Oliver Goldsmith Estate, London",THE MAYOR AND BURGESSES OF THE LONDON BOROUGH OF SOUTHWARK,,Local Authority,"160 Tooley Street, London SE1 2QH"
200003755237,,,BIRDSALL HOUSE,CHAMPION HILL,,,0,Champion Hill,,Parent Shell Property Shell,APPROVED,APPROVED,0,Visual centre,533195,175613,368,1000006017715,634.547504,LN89822,"Aug 29, 2012","Aug 29, 2012",EL,Estate in land,AF,Absolute freehold title,Registered,land and buildings on the south side of Champion Hill,THE MAYOR AND BURGESSES OF THE LONDON BOROUGH OF SOUTHWARK,,Local Authority,"160 Tooley Street, London SE1 2QH"
200003755236,,,APPLESHAW HOUSE CHAMPION HILL ESTATE,CHAMPION HILL,,,0,Champion Hill,,Parent Shell Property Shell,APPROVED,APPROVED,0,Visual centre,533129,175641,375,1000006017719,622.094504,LN89822,"Aug 29, 2012","Aug 29, 2012",EL,Estate in land,AF,Absolute freehold title,Registered,land and buildings on the south side of Champion Hill,THE MAYOR AND BURGESSES OF THE LONDON BOROUGH OF SOUTHWARK,,Local Authority,"160 Tooley Street, London SE1 2QH"
200003755235,,,RYEGATES BRAYARDS ROAD ESTATE,CAULFIELD ROAD,,,0,Nunhead & Queen's Road,,Parent Shell Property Shell,APPROVED,APPROVED,0,Visual centre,534943,176351,152,1000006164004,328.654944,TGL343461,"Mar 10, 2011","Mar 10, 2011",EL,Estate in land,AF,Absolute freehold title,Registered,"Walkynscroft and Ryegates, 113, 117, 119, 123, 127 and 131 (odd) Brayards Road, 59 and 83 Hollydale Road and  5, 11 and 12 Hathorne Close and land lying to the north of Brayards Road, London",THE MAYOR AND BURGESSES OF THE LONDON BOROUGH OF SOUTHWARK,,Local Authority,"160 Tooley Street, London SE1 2QH"
200003755229,,,LANDOR HOUSE ELMINGTON ESTATE,CAMBERWELL ROAD,,,0,Camberwell Green,,Parent Shell Property Shell,APPROVED,APPROVED,0,Visual centre,532533,177065,191,1000005882500,735.95248,SGL239531,"Feb 16, 2017","Nov 06, 2019",EL,Estate in land,AF,Absolute freehold title,Registered,"Kenyon House, Bowyer Place, Milton House, Keats House, Part of Marvell House, Part of Kipling House, Landor House and Lamb House, Camberwell Road Part of Masterman House, Pope House part of Flecker House, Lomond Grove and part of 1 to 20 Broome Way, Camberwell",THE MAYOR AND BURGESSES OF THE LONDON BOROUGH OF SOUTHWARK,,Local Authority,"160 Tooley Street, London SE1 2QH"
200003755223,,,OLDHAM HOUSE KINGSWOOD ESTATE,BOWEN DRIVE,,,0,Dulwich Wood,,Parent Shell Property Shell,APPROVED,APPROVED,0,Visual centre,533398,171696,232,1000042330253,363.265,SGL141663,"Jun 29, 2011","Apr 26, 2018",EL,Estate in land,AF,Absolute freehold title,Registered,"Kingswood Estate, London",THE MAYOR AND BURGESSES OF THE LONDON BOROUGH OF SOUTHWARK,,Local Authority,"160 Tooley Street, London SE1 2QH"
200003755206,,,WINNINGTON HOUSE WYNDHAM ESTATE,BETHWIN ROAD,,,0,Camberwell Green,,Parent Shell Property Shell,APPROVED,APPROVED,0,Visual centre,532215,177369,2664,1000005883144,445.165008,TGL200313,"Nov 09, 2010","Nov 09, 2010",EL,Estate in land,AF,Absolute freehold title,Registered,"Land and buildings on the north side of Sultan Street, London",THE MAYOR AND BURGESSES OF THE LONDON BOROUGH OF SOUTHWARK,,Local Authority,"160 Tooley Street, London SE1 2QH"
200003755205,,,PALGRAVE HOUSE WYNDHAM ESTATE,BETHWIN ROAD,,,0,Camberwell Green,,Parent Shell Property Shell,APPROVED,APPROVED,0,Visual centre,532159,177365,2754,1000005883143,644.032536,TGL200313,"Nov 09, 2010","Nov 09, 2010",EL,Estate in land,AF,Absolute freehold title,Registered,"Land and buildings on the north side of Sultan Street, London",THE MAYOR AND BURGESSES OF THE LONDON BOROUGH OF SOUTHWARK,,Local Authority,"160 Tooley Street, London SE1 2QH"
200003755204,,,LOWELL HOUSE WYNDHAM ESTATE,BETHWIN ROAD,,,0,Camberwell Green,,Parent Shell Property Shell,APPROVED,APPROVED,0,Visual centre,532266,177392,2722,1000005883146,362.18376,TGL200313,"Nov 09, 2010","Nov 09, 2010",EL,Estate in land,AF,Absolute freehold title,Registered,"Land and buildings on the north side of Sultan Street, London",THE MAYOR AND BURGESSES OF THE LONDON BOROUGH OF SOUTHWARK,,Local Authority,"160 Tooley Street, London SE1 2QH"
200003755203,,,BRANTWOOD HOUSE WYNDHAM ESTATE,BETHWIN ROAD,,,0,Camberwell Green,,Parent Shell Property Shell,APPROVED,APPROVED,0,Visual centre,532243,177375,2665,1000005883145,435.456264,TGL200313,"Nov 09, 2010","Nov 09, 2010",EL,Estate in land,AF,Absolute freehold title,Registered,"Land and buildings on the north side of Sultan Street, London",THE MAYOR AND BURGESSES OF THE LONDON BOROUGH OF SOUTHWARK,,Local Authority,"160 Tooley Street, London SE1 2QH"
200003755201,,,MENDHAM HOUSE CLUNY ESTATE,BERMONDSEY STREET,,,0,Chaucer,,Parent Shell Property Shell,APPROVED,APPROVED,0,Visual centre,533229,179378,913,1000006032590,35.657504,SGL309991,"Nov 26, 2010","Nov 26, 2010",EL,Estate in land,AF,Absolute freehold title,Registered,"Cluny Housing Estate, Long Lane (SE1 4QF)",THE MAYOR AND BURGESSES OF THE LONDON BOROUGH OF SOUTHWARK,,Local Authority,"160 Tooley Street, London SE1 2QH"
200003755200,,,PERTH COURT DENMARK HILL ESTATE,BASINGDON WAY,,,0,Champion Hill,,Parent Shell Property Shell,APPROVED,APPROVED,0,Visual centre,532782,175383,288,1000005875242,1316.679752,SGL336437,"May 03, 2011","Dec 22, 2016",EL,Estate in land,AF,Absolute freehold title,Registered,"part of the Denmark Hill Estate, London",THE MAYOR AND BURGESSES OF THE LONDON BOROUGH OF SOUTHWARK,,Local Authority,"160 Tooley Street, London SE1 2QH"
200003755199,,,HARTLEY HOUSE LONGFIELD ESTATE,BALACLAVA ROAD,,,0,South Bermondsey,,Parent Shell Property Shell,APPROVED,APPROVED,0,Visual centre,533887,178776,2907,1000006027563,380.310496,TGL369653,"Aug 23, 2013","Aug 23, 2013",EL,Estate in land,AF,Absolute freehold title,Registered,"The Longfield Estate, London",THE MAYOR AND BURGESSES OF THE LONDON BOROUGH OF SOUTHWARK,,Local Authority,"160 Tooley Street, London SE1 2QH"
200003755198,,,POPE HOUSE MANOR ESTATE,ANCHOR STREET,,,0,South Bermondsey,,Parent Shell Property Shell,APPROVED,APPROVED,0,Visual centre,534653,178732,2501,1000006169040,668.401008,TGL228882,"Dec 01, 2010","Apr 26, 2012",EL,Estate in land,AF,Absolute freehold title,Registered,"230 to 246 (even) and 252 to 256 (even) Southwark Park Road, 2 to 6 (even) Ambrose Sreet, 1 to 88 Pope House, 1 to 36 Trappes House, 1 to 28 Thurland House, 1 to 18 Hambley House and 1 to 36 Ramsfort House, London",THE MAYOR AND BURGESSES OF THE LONDON BOROUGH OF SOUTHWARK,,Local Authority,"160 Tooley Street, London SE1 2QH"
200003755197,,,WILTON HOUSE EAST DULWICH ESTATE,ALBRIGHTON ROAD,,,0,Champion Hill,,Parent Shell Property Shell,APPROVED,APPROVED,0,Visual centre,533310,175704,370,1000006018074,538.452853,LN3440,"Aug 29, 2012","Feb 25, 2015",EL,Estate in land,AF,Absolute freehold title,Registered,"Dog Kennel Hill Housing Estate, London",THE MAYOR AND BURGESSES OF THE LONDON BOROUGH OF SOUTHWARK,,Local Authority,"160 Tooley Street, London SE1 2QH"
200003755196,,,WHITNEY HOUSE EAST DULWICH ESTATE,ALBRIGHTON ROAD,,,0,Champion Hill,,Parent Shell Property Shell,APPROVED,APPROVED,0,Visual centre,533328,175745,355,1000006018069,348.036256,LN3440,"Aug 29, 2012","Feb 25, 2015",EL,Estate in land,AF,Absolute freehold title,Registered,"Dog Kennel Hill Housing Estate, London",THE MAYOR AND BURGESSES OF THE LONDON BOROUGH OF SOUTHWARK,,Local Authority,"160 Tooley Street, London SE1 2QH"
200003755195,,,WHEATLAND HOUSE EAST DULWICH ESTATE,ALBRIGHTON ROAD,,,0,Champion Hill,,Parent Shell Property Shell,APPROVED,APPROVED,0,Visual centre,533394,175744,354,1000006018064,731.738776,LN3440,"Aug 29, 2012","Feb 25, 2015",EL,Estate in land,AF,Absolute freehold title,Registered,"Dog Kennel Hill Housing Estate, London",THE MAYOR AND BURGESSES OF THE LONDON BOROUGH OF SOUTHWARK,,Local Authority,"160 Tooley Street, London SE1 2QH"
200003755194,,,WHADDON HOUSE EAST DULWICH ESTATE,ALBRIGHTON ROAD,,,0,Champion Hill,,Parent Shell Property Shell,APPROVED,APPROVED,0,Visual centre,533403,175704,359,1000006018047,407.86225,LN3440,"Aug 29, 2012","Feb 25, 2015",EL,Estate in land,AF,Absolute freehold title,Registered,"Dog Kennel Hill Housing Estate, London",THE MAYOR AND BURGESSES OF THE LONDON BOROUGH OF SOUTHWARK,,Local Authority,"160 Tooley Street, London SE1 2QH"
200003755192,,,WALCOT HOUSE EAST DULWICH ESTATE,ALBRIGHTON ROAD,,,0,Champion Hill,,Parent Shell Property Shell,APPROVED,APPROVED,0,Visual centre,533282,175655,369,1000006018078,578.60645,LN3440,"Aug 29, 2012","Feb 25, 2015",EL,Estate in land,AF,Absolute freehold title,Registered,"Dog Kennel Hill Housing Estate, London",THE MAYOR AND BURGESSES OF THE LONDON BOROUGH OF SOUTHWARK,,Local Authority,"160 Tooley Street, London SE1 2QH"
200003755191,,,TIDWORTH HOUSE EAST DULWICH ESTATE,ALBRIGHTON ROAD,,,0,Champion Hill,,Parent Shell Property Shell,APPROVED,APPROVED,0,Visual centre,533314,175631,372,1000006018013,289.751,LN3440,"Aug 29, 2012","Feb 25, 2015",EL,Estate in land,AF,Absolute freehold title,Registered,"Dog Kennel Hill Housing Estate, London",THE MAYOR AND BURGESSES OF THE LONDON BOROUGH OF SOUTHWARK,,Local Authority,"160 Tooley Street, London SE1 2QH"
200003755190,,,RISEHOLME HOUSE EAST DULWICH ESTATE,ALBRIGHTON ROAD,,,0,Champion Hill,,Parent Shell Property Shell,APPROVED,APPROVED,0,Visual centre,533301,175622,371,1000006018014,609.58005,LN3440,"Aug 29, 2012","Feb 25, 2015",EL,Estate in land,AF,Absolute freehold title,Registered,"Dog Kennel Hill Housing Estate, London",THE MAYOR AND BURGESSES OF THE LONDON BOROUGH OF SOUTHWARK,,Local Authority,"160 Tooley Street, London SE1 2QH"
200003755187,,,MAYDEW HOUSE ABBEYFIELD ESTATE,ABBEYFIELD ROAD,,,0,North Bermondsey,,Parent Shell Property Shell,APPROVED,APPROVED,0,Visual centre,535058,178877,2813,1000041679640,400.241016,TGL263828,"Dec 02, 2010","May 19, 2014",EL,Estate in land,AF,Absolute freehold title,Registered,"Land lying at Aspinden Road, London",THE MAYOR AND BURGESSES OF THE LONDON BOROUGH OF SOUTHWARK,,Local Authority,"160 Tooley Street, London SE1 2QH"
200003755185,,,TOMSON HOUSE ST SAVIOURS ESTATE,ABBEY STREET,,,0,London Bridge & West Bermondsey,,Parent Shell Property Shell,APPROVED,APPROVED,0,Visual centre,533533,179459,1069,1000006031653,309.537625,TGL154960,"Sep 07, 2011","Sep 07, 2011",EL,Estate in land,AF,Absolute freehold title,Registered,"part of the St Saviours Estate, Abbey Street, London",THE MAYOR AND BURGESSES OF THE LONDON BOROUGH OF SOUTHWARK,,Local Authority,"160 Tooley Street, London SE1 2QH"
200003755184,,,THETFORD HOUSE ST SAVIOURS ESTATE,ABBEY STREET,,,0,London Bridge & West Bermondsey,,Parent Shell Property Shell,APPROVED,APPROVED,0,Visual centre,533586,179455,1138,1000006031617,170.978752,TGL154960,"Sep 07, 2011","Sep 07, 2011",EL,Estate in land,AF,Absolute freehold title,Registered,"part of the St Saviours Estate, Abbey Street, London",THE MAYOR AND BURGESSES OF THE LONDON BOROUGH OF SOUTHWARK,,Local Authority,"160 Tooley Street, London SE1 2QH"
200003755183,,,ST OWEN HOUSE ST SAVIOURS ESTATE,ABBEY STREET,,,0,London Bridge & West Bermondsey,,Parent Shell Property Shell,APPROVED,APPROVED,0,Visual centre,533497,179328,1070,1000006032146,388.540248,TGL141660,"Sep 19, 2011","Sep 19, 2011",EL,Estate in land,AF,Absolute freehold title,Registered,St Saviour's Estate,THE MAYOR AND BURGESSES OF THE LONDON BOROUGH OF SOUTHWARK,,Local Authority,"160 Tooley Street, London SE1 2QH"
200003755182,,,RUFUS HOUSE ST SAVIOURS ESTATE,ABBEY STREET,,,0,London Bridge & West Bermondsey,,Parent Shell Property Shell,APPROVED,APPROVED,0,Visual centre,533766,179454,1134,1000006031632,368.072504,LN101943,"Mar 02, 2010","Oct 03, 2019",EL,Estate in land,AF,Absolute freehold title,Registered,"land and buildings lying to the west of Stanworth Street, London",THE MAYOR AND BURGESSES OF THE LONDON BOROUGH OF SOUTHWARK,,Local Authority,"160 Tooley Street, London SE1 2QH"
200003755181,,,PRESTON HOUSE ST SAVIOURS ESTATE,ABBEY STREET,,,0,London Bridge & West Bermondsey,,Parent Shell Property Shell,APPROVED,APPROVED,0,General internal point,533725,179479,1058,1000006031242,40.317496,LN101943,"Mar 02, 2010","Oct 03, 2019",EL,Estate in land,AF,Absolute freehold title,Registered,"land and buildings lying to the west of Stanworth Street, London",THE MAYOR AND BURGESSES OF THE LONDON BOROUGH OF SOUTHWARK,,Local Authority,"160 Tooley Street, London SE1 2QH"
200003755179,,,BRETON HOUSE ST SAVIOURS ESTATE,ABBEY STREET,,,0,London Bridge & West Bermondsey,,Parent Shell Property Shell,APPROVED,APPROVED,0,Visual centre,533627,179374,1152,1000006031651,523.39,TGL141660,"Sep 19, 2011","Sep 19, 2011",EL,Estate in land,AF,Absolute freehold title,Registered,St Saviour's Estate,THE MAYOR AND BURGESSES OF THE LONDON BOROUGH OF SOUTHWARK,,Local Authority,"160 Tooley Street, London SE1 2QH"
200003755177,,,ATTILBURGH HOUSE ST SAVIOURS ESTATE,ABBEY STREET,,,0,London Bridge & West Bermondsey,,Parent Shell Property Shell,APPROVED,APPROVED,0,Visual centre,533555,179412,1065,1000006031616,524.904992,TGL154960,"Sep 07, 2011","Sep 07, 2011",EL,Estate in land,AF,Absolute freehold title,Registered,"part of the St Saviours Estate, Abbey Street, London",THE MAYOR AND BURGESSES OF THE LONDON BOROUGH OF SOUTHWARK,,Local Authority,"160 Tooley Street, London SE1 2QH"
200003501172,,,4,ARCHIE STREET,,,0,London Bridge & West Bermondsey,,Parent Shell Property Shell,APPROVED,APPROVED,0,Visual centre,533420.01,179621.22,1258,1000006030751,944.467136,TGL181313,"May 29, 2012","May 29, 2012",EL,Estate in land,AF,Absolute freehold title,Registered,"1 to 5 Archie Street, London (SE1 3JT) and 165 Tower Bridge Road, London (SE1 3LW)",AHGR LIMITED,4201939,Limited Company or Public Limited Company,"Nicholson House, Thames Street, Weybridge KT13 8JG"
200003501171,,,2,ARCHIE STREET,,,0,London Bridge & West Bermondsey,,Parent Shell Property Shell,APPROVED,APPROVED,0,Visual centre,533422.96,179636.14,1258,1000006030751,944.467136,TGL181313,"May 29, 2012","May 29, 2012",EL,Estate in land,AF,Absolute freehold title,Registered,"1 to 5 Archie Street, London (SE1 3JT) and 165 Tower Bridge Road, London (SE1 3LW)",AHGR LIMITED,4201939,Limited Company or Public Limited Company,"Nicholson House, Thames Street, Weybridge KT13 8JG"
200003501168,,,CABOT COURT,WORGAN STREET,,,0,Surrey Docks,,Parent Shell Property Shell,APPROVED,APPROVED,0,Visual centre,535860,179019,2042,1000041683079,244.1714,TGL118165,"May 18, 2011","May 18, 2011",EL,Estate in land,AF,Absolute freehold title,Registered,"land at Worgan Street, Redriff Road",SECURE REVERSIONS LIMITED,,Limited Company or Public Limited Company,"14 Wilton Road, Salisbury, Wiltshire, SP2 7EE"
200003501162,,,"POPLAR HOUSE, 11",WOODLAND CRESCENT,,,0,Rotherhithe,,Parent Shell Property Shell,APPROVED,APPROVED,0,Visual centre,535620,179651,2002,1000041682016,235.383112,TGL126884,"Sep 22, 2009","Sep 22, 2009",EL,Estate in land,AF,Absolute freehold title,Registered,land at Surrey Quays,CANADA WATERS FREEHOLD COMPANY LIMITED,4137191,Limited Company or Public Limited Company,"CPM Limited, Belcon House, Essex Road, Hoddesdon EN11 0DR"
200003501161,,,"CYPRESS HOUSE, 5",WOODLAND CRESCENT,,,0,Rotherhithe,,Parent Shell Property Shell,APPROVED,APPROVED,0,Visual centre,535600,179622,2025,1000041682007,176.860544,TGL126884,"Sep 22, 2009","Sep 22, 2009",EL,Estate in land,AF,Absolute freehold title,Registered,land at Surrey Quays,CANADA WATERS FREEHOLD COMPANY LIMITED,4137191,Limited Company or Public Limited Company,"CPM Limited, Belcon House, Essex Road, Hoddesdon EN11 0DR"
